state,date,sector,consumption
Selangor,2019-09-01,total,952.7950147903558
Perak,2019-09-01,total,1143.448063478327
Pulau Pinang,2019-09-01,total,1009.2295386322729
Perlis,2019-09-01,total,1108.8291579522188
Melaka,2019-09-01,total,919.9342861058839
Sabah,2019-09-01,total,1046.5181706143517
Johor,2019-09-01,total,1063.1587176237276
Kelantan,2019-10-01,total,1005.8414361033964
Negeri Sembilan,2019-10-01,total,1166.9670810621533
Terengganu,2019-10-01,total,957.4012619047666
Kedah,2019-10-01,total,860.6605394285104
Sarawak,2019-10-01,total,1199.2001032145045
Pahang,2019-10-01,total,847.5124838547611
W.P. Labuan,2019-10-01,total,923.4408183223981
Selangor,2019-10-01,total,1033.6664437698691
Perak,2019-10-01,total,1204.2499176498586
Pulau Pinang,2019-10-01,total,823.4119343473691
Perlis,2019-10-01,total,989.3435129556398
Melaka,2019-10-01,total,1000.6153516180549
Sabah,2019-10-01,total,975.9642693657548
Johor,2019-10-01,total,1168.115305330247
Kelantan,2019-11-01,total,790.3912491771939
Negeri Sembilan,2019-11-01,total,1030.465701787831
Terengganu,2019-11-01,total,918.9739682642677
Kedah,2019-11-01,total,798.4310087036617
Sarawak,2019-11-01,total,1033.9532367529441
Pahang,2019-11-01,total,1109.1891624857722
W.P. Labuan,2019-11-01,total,943.8083526492453
Selangor,2019-11-01,total,1101.6382185753587
Perak,2019-11-01,total,1019.6143441097474
Pulau Pinang,2019-11-01,total,797.4902237239044
Perlis,2019-11-01,total,997.7910995855174
Melaka,2019-11-01,total,1080.0229606639673
Sabah,2019-11-01,total,1157.7082768501607
Johor,2019-11-01,total,853.6443638415418
Kelantan,2019-12-01,total,943.9335985721294
Negeri Sembilan,2019-12-01,total,1022.4367219123386
Terengganu,2019-12-01,total,905.4556032364388
Kedah,2019-12-01,total,824.8107086386698
Sarawak,2019-12-01,total,848.6537133403281
Pahang,2019-12-01,total,1062.3158952695553
W.P. Labuan,2019-12-01,total,1174.4010807762445
Selangor,2019-12-01,total,1183.484566602824
Perak,2019-12-01,total,836.6722150124847
Pulau Pinang,2019-12-01,total,1068.3063590875324
Perlis,2019-12-01,total,792.4025723651345
Melaka,2019-12-01,total,894.4348776325213
Sabah,2019-12-01,total,800.240533708751
Johor,2019-12-01,total,970.2897272307243
Kelantan,2020-01-01,total,1169.0809465670059
Negeri Sembilan,2020-01-01,total,1196.4518312526354
Terengganu,2020-01-01,total,834.272854353245
Kedah,2020-01-01,total,1092.2899843584942
Sarawak,2020-01-01,total,947.8124383370308
Pahang,2020-01-01,total,819.1859094627858
W.P. Labuan,2020-01-01,total,1042.8761565582586
Selangor,2020-01-01,total,892.5888375723398
Perak,2020-01-01,total,1031.272234158247
Pulau Pinang,2020-01-01,total,864.4600932977951
Perlis,2020-01-01,total,988.5360786318329
Melaka,2020-01-01,total,941.7908813196279
Sabah,2020-01-01,total,1127.7007797999045
Johor,2020-01-01,total,1118.964782168729
Kelantan,2020-02-01,total,928.2027450525205
Negeri Sembilan,2020-02-01,total,846.8128366921721
Terengganu,2020-02-01,total,796.0421809611198
Kedah,2020-02-01,total,1147.1720490115583
Sarawak,2020-02-01,total,830.916441031314
Pahang,2020-02-01,total,906.3481130221737
W.P. Labuan,2020-02-01,total,956.5080199700013
Selangor,2020-02-01,total,839.5151479791657
Perak,2020-02-01,total,1122.9214889629309
Pulau Pinang,2020-02-01,total,1021.1286905182565
Perlis,2020-02-01,total,1006.3612397190808
Melaka,2020-02-01,total,1159.3250738978963
Sabah,2020-02-01,total,862.2122390321657
Johor,2020-02-01,total,884.4147565719928
Kelantan,2020-03-01,total,959.2527549862662
Negeri Sembilan,2020-03-01,total,833.5002252034093
Terengganu,2020-03-01,total,868.1696687122209
Kedah,2020-03-01,total,879.3595958287257
Sarawak,2020-03-01,total,893.7760614816128
Pahang,2020-03-01,total,975.5895481012803
W.P. Labuan,2020-03-01,total,813.7505759483852
Selangor,2020-03-01,total,799.2079049517959
Perak,2020-03-01,total,883.735480688545
Pulau Pinang,2020-03-01,total,1093.42835586463
Perlis,2020-03-01,total,1058.0738096154075
Melaka,2020-03-01,total,1100.918306685065
Sabah,2020-03-01,total,1121.2649195328804
Johor,2020-03-01,total,1025.0216813743907
Kelantan,2020-04-01,total,881.0438108844725
Negeri Sembilan,2020-04-01,total,885.1389224058322
Terengganu,2020-04-01,total,697.524476005814
Kedah,2020-04-01,total,886.908593085815
Sarawak,2020-04-01,total,859.9617868920977
Pahang,2020-04-01,total,781.658406208564
W.P. Labuan,2020-04-01,total,742.287148938082
Selangor,2020-04-01,total,978.163383546791
Perak,2020-04-01,total,817.8599587801192
Pulau Pinang,2020-04-01,total,997.5502425853596
Perlis,2020-04-01,total,730.008771698612
Melaka,2020-04-01,total,711.8832292114431
Sabah,2020-04-01,total,743.5078422024184
Johor,2020-04-01,total,797.9827194670166
Kelantan,2020-05-01,total,824.2869646158421
Negeri Sembilan,2020-05-01,total,856.0367490931266
Terengganu,2020-05-01,total,1039.0547501578899
Kedah,2020-05-01,total,965.7976828036803
Sarawak,2020-05-01,total,785.7096216550373
Pahang,2020-05-01,total,1133.308150058461
W.P. Labuan,2020-05-01,total,987.7031367374103
Selangor,2020-05-01,total,767.1122305791587
Perak,2020-05-01,total,1118.4834285778554
Pulau Pinang,2020-05-01,total,1014.3670651908882
Perlis,2020-05-01,total,1094.7504659743615
Melaka,2020-05-01,total,1032.7737026830011
Sabah,2020-05-01,total,840.2973989319001
Johor,2020-05-01,total,1102.7053467721685
Kelantan,2020-06-01,total,1081.9439044154794
Negeri Sembilan,2020-06-01,total,775.6967777187105
Terengganu,2020-06-01,total,916.5237975081445
Kedah,2020-06-01,total,1094.8915707808458
Sarawak,2020-06-01,total,988.0139061310648
Pahang,2020-06-01,total,801.6995938313064
W.P. Labuan,2020-06-01,total,1127.398744542917
Selangor,2020-06-01,total,919.6183025979129
Perak,2020-06-01,total,998.7383042777036
Pulau Pinang,2020-06-01,total,888.0413833953985
Perlis,2020-06-01,total,1102.104018209822
Melaka,2020-06-01,total,935.0180580319012
Sabah,2020-06-01,total,915.7890937796475
Johor,2020-06-01,total,1114.9516912269205
Kelantan,2020-07-01,total,797.9215343018013
Negeri Sembilan,2020-07-01,total,1120.7887065349144
Terengganu,2020-07-01,total,1120.1516577225552
Kedah,2020-07-01,total,857.9228268686089
Sarawak,2020-07-01,total,1097.1656561210402
Pahang,2020-07-01,total,1031.986159012941
W.P. Labuan,2020-07-01,total,998.6537575181853
Selangor,2020-07-01,total,928.6895781067561
Perak,2020-07-01,total,1011.163355652851
Pulau Pinang,2020-07-01,total,1026.2396306138587
Perlis,2020-07-01,total,946.6042301277557
Melaka,2020-07-01,total,1072.3961001678351
Sabah,2020-07-01,total,1027.5995412358548
Johor,2020-07-01,total,942.0120657459607
Kelantan,2020-08-01,total,820.7818923433324
Negeri Sembilan,2020-08-01,total,1044.0997703678593
Terengganu,2020-08-01,total,1030.2591230879232
Kedah,2020-08-01,total,1140.5172804268927
Sarawak,2020-08-01,total,1080.9440180680776
Pahang,2020-08-01,total,1085.8464246468002
W.P. Labuan,2020-08-01,total,849.2035489909255
Selangor,2020-08-01,total,926.3508390616806
Perak,2020-08-01,total,930.9331392763867
Pulau Pinang,2020-08-01,total,1193.0506703601384
Perlis,2020-08-01,total,1080.765188816976
Melaka,2020-08-01,total,830.5669609310283
Sabah,2020-08-01,total,1015.0645732361685
Johor,2020-08-01,total,1211.6839770723748
Kelantan,2020-09-01,total,992.4092690182639
Negeri Sembilan,2020-09-01,total,1075.6266283287625
Terengganu,2020-09-01,total,1070.808897287013
Kedah,2020-09-01,total,1135.427080628069
Sarawak,2020-09-01,total,1163.1230200448026
Pahang,2020-09-01,total,814.1750651100715
W.P. Labuan,2020-09-01,total,1000.1451072193441
Selangor,2020-09-01,total,1127.3086168432617
Perak,2020-09-01,total,902.4409187313164
Pulau Pinang,2020-09-01,total,806.1286596744544
Perlis,2020-09-01,total,837.2577594128684
Melaka,2020-09-01,total,916.3182485334103
Sabah,2020-09-01,total,928.1337784508502
Johor,2020-09-01,total,784.728043443964
Kelantan,2020-10-01,total,845.699182868357
Negeri Sembilan,2020-10-01,total,1042.6703786253368
Terengganu,2020-10-01,total,861.9563308071062
Kedah,2020-10-01,total,1203.9015386891833
Sarawak,2020-10-01,total,1108.7873178512293
Pahang,2020-10-01,total,921.3838024304387
W.P. Labuan,2020-10-01,total,1119.1834830272091
Selangor,2020-10-01,total,903.4430076224131
Perak,2020-10-01,total,1143.2119839137924
Pulau Pinang,2020-10-01,total,841.3935259551896
Perlis,2020-10-01,total,886.4467911486668
Melaka,2020-10-01,total,983.9409924075558
Sabah,2020-10-01,total,1131.248451175232
Johor,2020-10-01,total,914.8885111031393
Kelantan,2020-11-01,total,1150.4147283742716
Negeri Sembilan,2020-11-01,total,968.0322012888365
Terengganu,2020-11-01,total,1125.9232415484264
Kedah,2020-11-01,total,895.5857927128616
Sarawak,2020-11-01,total,906.1616867789094
Pahang,2020-11-01,total,933.439249441166
W.P. Labuan,2020-11-01,total,1065.025731047047
Selangor,2020-11-01,total,979.3859192588039
Perak,2020-11-01,total,881.8199467852389
Pulau Pinang,2020-11-01,total,850.919403817088
Perlis,2020-11-01,total,975.5678038917267
Melaka,2020-11-01,total,1029.6219807892112
Sabah,2020-11-01,total,972.6098134641876
Johor,2020-11-01,total,1067.2694708469742
Kelantan,2020-12-01,total,1126.7950871929015
Negeri Sembilan,2020-12-01,total,1019.503705704916
Terengganu,2020-12-01,total,983.5434471099494
Kedah,2020-12-01,total,1110.5324293097572
Sarawak,2020-12-01,total,998.866222112981
Pahang,2020-12-01,total,1009.0357090181299
W.P. Labuan,2020-12-01,total,907.2929230281844
Selangor,2020-12-01,total,1022.9057529985415
Perak,2020-12-01,total,1067.637743298734
Pulau Pinang,2020-12-01,total,933.134109825958
Perlis,2020-12-01,total,881.5092125974152
Melaka,2020-12-01,total,1056.2356187891812
Sabah,2020-12-01,total,1024.625818285763
Johor,2020-12-01,total,1108.9357711152222
Kelantan,2021-01-01,total,1000.3669207205046
Negeri Sembilan,2021-01-01,total,796.2671326064416
Terengganu,2021-01-01,total,1021.2412199879262
Kedah,2021-01-01,total,897.1510323578899
Sarawak,2021-01-01,total,1125.2228569291847
Pahang,2021-01-01,total,904.0687364777325
W.P. Labuan,2021-01-01,total,1135.2384546626083
Selangor,2021-01-01,total,1009.0727770482242
Perak,2021-01-01,total,872.1131827153391
Pulau Pinang,2021-01-01,total,806.9978706002862
Perlis,2021-01-01,total,1046.5154996837362
Melaka,2021-01-01,total,1078.4224586291061
Sabah,2021-01-01,total,1130.370540422309
Johor,2021-01-01,total,904.6768199254905
Kelantan,2021-02-01,total,952.244920954285
Negeri Sembilan,2021-02-01,total,994.1211714367373
Terengganu,2021-02-01,total,787.7315302680187
Kedah,2021-02-01,total,927.7542517599054
Sarawak,2021-02-01,total,1087.7890997708907
Pahang,2021-02-01,total,846.3443919722362
W.P. Labuan,2021-02-01,total,786.1541499478184
Selangor,2021-02-01,total,988.9521721031359
Perak,2021-02-01,total,749.7263051734342
Pulau Pinang,2021-02-01,total,953.6618940871126
Perlis,2021-02-01,total,1020.7431485122105
Melaka,2021-02-01,total,836.2732849075663
Sabah,2021-02-01,total,759.2795906641819
Johor,2021-02-01,total,766.7153779162444
Kelantan,2021-03-01,total,1251.2993592678326
Negeri Sembilan,2021-03-01,total,1063.923039038829
Terengganu,2021-03-01,total,850.3713615060044
Kedah,2021-03-01,total,1036.3762143552326
Sarawak,2021-03-01,total,1228.549634789461
Pahang,2021-03-01,total,1022.0523394776574
W.P. Labuan,2021-03-01,total,942.6725590421547
Selangor,2021-03-01,total,1085.5328556755353
Perak,2021-03-01,total,987.0470926241605
Pulau Pinang,2021-03-01,total,1154.7947828295878
Perlis,2021-03-01,total,995.8188341180814
Melaka,2021-03-01,total,977.5470603070223
Sabah,2021-03-01,total,1148.3589998780494
Johor,2021-03-01,total,1253.859902037671
Kelantan,2021-04-01,total,923.5875528800182
Negeri Sembilan,2021-04-01,total,1202.3109481633362
Terengganu,2021-04-01,total,1150.4451132524182
Kedah,2021-04-01,total,827.8117391266719
Sarawak,2021-04-01,total,1197.5283628142013
Pahang,2021-04-01,total,1189.9926360444433
W.P. Labuan,2021-04-01,total,1082.523076968425
Selangor,2021-04-01,total,1165.7687636766725
Perak,2021-04-01,total,1120.2417171995835
Pulau Pinang,2021-04-01,total,937.7241278370515
Perlis,2021-04-01,total,977.8662333091389
Melaka,2021-04-01,total,1111.578170344469
Sabah,2021-04-01,total,1063.0291382065298
Johor,2021-04-01,total,1007.2024931636151
Kelantan,2021-05-01,total,1051.3162471011526
Negeri Sembilan,2021-05-01,total,1182.0930413231392
Terengganu,2021-05-01,total,1194.2926757268701
Kedah,2021-05-01,total,851.4027896064273
Sarawak,2021-05-01,total,1049.0819618801243
Pahang,2021-05-01,total,1083.8510686160837
W.P. Labuan,2021-05-01,total,961.0265603213755
Selangor,2021-05-01,total,1008.2158838123995
Perak,2021-05-01,total,868.0300157805113
Pulau Pinang,2021-05-01,total,862.0631613082965
Perlis,2021-05-01,total,842.3255971904999
Melaka,2021-05-01,total,1087.6879505097775
Sabah,2021-05-01,total,1003.903683152673
Johor,2021-05-01,total,884.5652821571794
Kelantan,2021-06-01,total,912.4207504666244
Negeri Sembilan,2021-06-01,total,785.3688845152174
Terengganu,2021-06-01,total,1023.5579913895197
Kedah,2021-06-01,total,836.9500136618254
Sarawak,2021-06-01,total,869.6582888455222
Pahang,2021-06-01,total,964.1465081832156
W.P. Labuan,2021-06-01,total,1038.8569299163526
Selangor,2021-06-01,total,1006.4888978662185
Perak,2021-06-01,total,895.0161947238121
Pulau Pinang,2021-06-01,total,964.1755367774044
Perlis,2021-06-01,total,822.872580228035
Melaka,2021-06-01,total,804.0385750002422
Sabah,2021-06-01,total,835.1163378197884
Johor,2021-06-01,total,750.6740688400332
Kelantan,2021-07-01,total,891.0588121076631
Negeri Sembilan,2021-07-01,total,1047.5971067143337
Terengganu,2021-07-01,total,835.5811716375812
Kedah,2021-07-01,total,810.2455293723501
Sarawak,2021-07-01,total,799.3953944324784
Pahang,2021-07-01,total,803.6177922960736
W.P. Labuan,2021-07-01,total,925.8324681435513
Selangor,2021-07-01,total,1109.0581424860834
Perak,2021-07-01,total,1127.1724457557866
Pulau Pinang,2021-07-01,total,928.7612160160655
Perlis,2021-07-01,total,1072.7314772376606
Melaka,2021-07-01,total,982.1044077403548
